Name,Rating,Date,Review
Erdiyan AA,5/5,3 tahun lalu di,"No bohong bohong . Terima kasih pelayanannya. Request kamar dg view trbaik , beneran viewnya MasyaAllah. View sore day 1 dan day 2 dari kamar lantai 6. Jogja memang terbaik. Next nginep disana lagi InsyaAllah"
Rio Subekti,1/5,setahun lalu di,"Ac ga dingin, ga ada ventilasi, ruangan terlalu tertutup ga ada pertukaran udara dari luar"
Aulia P. D. F,5/5,2 tahun lalu di,Pelayanan ramah. Kamar bersih. Lift bersih. Tempat tidur bersih. View luas. Makanan beragam dan enak. Parkiran luas. Akses mudah. Harga terjangkau. Handuk bersih.
Fajar Ramadhani,5/5,3 tahun lalu di,"Sudah dua kali menginap di hotel ini dalam rangka acara sekolah, terbaik dah. Pelayanannya, fasilitasnya. Mudah-mudahan bisa kembali lagi menginap di hotel ini"
Charolina Hutagaul,4/5,5 tahun lalu di,"Front desk nya ramah,  chek in dan check out cepat,  suka sekali sama hotel citradream,  cuma klo bisa sikat gigi dan sandalnya dikasi 2.. Hotel cuma nyediain satu doang.  Overall bagus semua,  kamar rapi, bersih, kamar mandi juga bersih.. Sarapan juga lumayan lah,  sesuai dengan harga lah..  Suka deh pokoknya.. 😍😍 …"
Haris Sulistyo,3/5,2 tahun lalu di,"Ruangan kurang bersih, khususnya bagian toilet, tolong diperhatikan lagi tiap pojokan toilet suka ada debu seperti tanah yg menumpuk"
Agustin Tina,2/5,setahun lalu di,Hotel ini kondisi kamar yg saya dapat kurang nyaman krn ada bau  krg sedap
Danar Dianto,4/5,6 tahun lalu di,"Harganya menyesuaikan bagi kita yang berkunjung di jogja,tempatnya nyaman dan dekat sama tugu jogja bisa di tempu dgn jln kaki.tpi sayang air di kamar mandi kurang tolong agar bisa di perbaiki lagi."
Alvenintha,4/5,5 tahun lalu di,"Untuk hotel bintang sekelasnya, hotel ini sudah baik. Kamarnya bagus dengan harga yg murah. Aksesnya juga mudah. Check in & check out nya pun cepat. Hanya saja sarapannya kurang menarik. Overall, good."
Eddy Santoso,3/5,4 tahun lalu di,"Pelayanan FO memuaskan, petugas parkir jg bisa mengatasi, tapi untuk petugas housekeeping nya tdk ada etika dan berisik mengganggu tamu. Harus di training, ini sdh saya sampaikan ke petugas FO nya."
Franky Lo,3/5,5 tahun lalu di,"Front desk helpful. Lokasi strategis dekat dengan sentra gudeg 😁
Minusnya channel TV terbatas, sarapan ngak boleh dibawa ke kamar. Buat yang sulit bangun pagi, mending tanpa breakfast. …"
Defrizal Defrizal,3/5,5 tahun lalu di,Hotel ini terletak sekitar 100 meter dr tugu jogja...kamar nya tdk terlalu besar...namun kamar nya kurang kedap suara...suara geser kursi kamar sblh kedengeran...apalagi kl malam sepi...
Julian Ade Putra,4/5,6 tahun lalu di,Hotel cukup bagus. Kamar mandi ada air panas dan dingin. Ga disediakan sikat gigi. Tapi untuk hotel dengan sewa di bawah 300rb/malam cukup worth it
Nurita Sari,4/5,4 tahun lalu di,"Hotel dekat ke Malioboro dan pusat kota Yogya.. di sekitaran hotel banyak jajanan. Kamarnya rapi bersih. Menu sarapannya jg lumayan..  Dengan harga yg tidak mahal, saya rekomen utk menginap di hotel ini"
Hidayat PTPP,3/5,2 tahun lalu di,"Dari segi roomnya lumayan bersih tapi tolong di perhatikan lagi utk handuk nya sudah tidak layak pakai warnanya sudah item,di pinggirannya udah PD robek tolong di perhatikan lagi untuk anduknya"
nagita 2010,3/5,6 tahun lalu di,Sepre pas masuk kotor.. lapor ke petugas br diganti.. bed cover dekil bauu.. tp untungnya cleaning service ramah dan sigap.. tapi petugas yg melayani breakfast pelayanan kurang respon.. makanan rasa standar.. bubur kacang ijonya dingin.. sop jagung dingin..ok thanks cukup tau sm hotel ini
rio subekti,1/5,setahun lalu di,"Parkiran sempit, tidak kedap suara ruangan nya, tidak ada balkon"
Hamdani Dani,5/5,3 tahun lalu di,"Pelayanan okey, lingkungan sekitar okey dekat dgn pusat kota(keramaian), kebersihan mantab, lokasi mudah dijangkau, akses road mantab.., area parkir luas, berlakukan prokes vovid-19"
Dini Avida,1/5,5 tahun lalu di,"Tdk cocok untuk keluarga dgn anak kecil. Menu makanan yg sgt terbatas tdk tersedia nya ketel air kasur yg ""terlampau empuk"" shg menimbulkan kesan mendalam"
Andry Andry,4/5,4 tahun lalu di,Kamar oke. Kamar mandi oke. Mushola oke (tapi gak ada mukena & tmpt wudhu perempuan). Sarapan oke. Akses dekat Malioboro dan tugu tinggal jalan kaki. Parkir lmyn terbatas.
Yulianto Nugroho,4/5,3 tahun lalu di,"Hotel yang sangat dekat dengan Tugu Jogja, jalan kaki hanya 5 menit, untuk ke Stasiun Tugu pintu Timur perlu waktu 5-10 menit naik kendaraan roda 4.
Harga terjangkau dengan fasilitas yang lumayan."
R Pujo Waskito,4/5,3 tahun lalu di,"Tempat strategis dekat malioboro, harga terjangkau. untuk kenyamanan room lebih ditingkatkan ( AC meskipun nyala masih terasa panas )."
Nikko Kristiana Paramita,2/5,5 tahun lalu di,"Sy menginap disini tgl 26-28 april 2019 kamar terlalu bising ,aktifitas di kamar sebelah terdengar jelas dari dalam kamr kami, tdk kedap sama sekali ,cek in tdk bs tepat waktu, baru bs msk kmr jam 15.00"
Hendro Prabowo,4/5,3 tahun lalu di,"Harganya terjangkau, kamarnya enak, pelayanan ramah, saran aja mungkin bantal bisa diganti yg lebih empuk atau tipis"
Dimas Parjo,4/5,2 tahun lalu di,"-Pelayanan baik.
-Tempat tidur agak mendelep kedalam gak sih?
-Kondisi kebersihan baik. …"
Lufti Prasasti,3/5,2 tahun lalu di,"Pertamakalinya dpt pengalaman kurang enak, sprei penuh bercak, toilet kotor dan bau. Dibandingkan citradream bandung, yg disini kurang bersih"
Helmy Rizal,4/5,5 tahun lalu di,"Tempat nyaman buat menginap liburan keluarga anda bila ke jogjakarta cuman buat parkir bus tidak ada, dekat tugu Yogyakarta,karayawannya ramah, kamar cukup bagus cuman kurang besar, kamar mandi cukup bagus."
Dindin MK,4/5,2 tahun lalu di,"Fasilitas cukup lah, gak da komplain. Pelayanan juga sama bagus. Posisi strategis, deket ke Tugu Yogyakarta, jalan kaki juga gak bikin cape."
Dedi Ardani,2/5,setahun lalu di,"Pelayanan kurang bagus, parkir sempit, handuk kurang bersih, overall bad"
Imam NK,4/5,4 tahun lalu di,"hotel yg asik n strategis.. Staff pelayanan yg ramah, kamar bersih, wangi, n tempat tidurnya empuk.. Menu sarapan pagi cukup variatif, buat rasa 7/10 lah ya, cukup enak kok.. …"
rahadiyandt,5/5,4 tahun lalu di,"Citradream jogja berada Di jalan sangaji sangat dekat dengan monumen tugu. Untuk mencaoai jalan malioboro memerlukan 14menit berjalan kaki. Staff hotel sangat ramah,kamar bersih,airpanas lancar,sarapan memuaskan dikelasnya. Sangat direkomendasikan"
Richard Kawilarang,4/5,4 tahun lalu di,Hotel yg sangat strategis dekat dengan pusat kota Jogja seperti Malioboro dan Tugu Jogja.. Di depan hotel sangat banyak jual makanan khas Jogja.. …
Severus Snape,2/5,5 tahun lalu di,"Kapasitas kamr 2 orng tp perngkt toilettries nya cma 1, sendal dikasih 1, sabun g ada. Untung bawa perngkat mandi sendiri."
Sekar Arum,5/5,4 tahun lalu di,"COCOK BANGET BUAT FAREWELL PARTY! Tempatnya nyaman, makanannya enak banget, pelayanannya puas banget, masnya ramah dan cepat hafal nama orang hehehhe terharu. Terus yg penting adalah, harga pas di kantong. Hotelnya juga bersih, arsitekturnya bagus, mantaplah pokoknya :))"
Ali ASSSEGAF,5/5,2 tahun lalu di,"Untuk kelas hotel bintang 2....
Luar biasa....
Nyaman, kebersihan terjaga, dan yang terpenting AC dingin
Harga murah dan kenyamanan yg luar biasa...."
Fitra Budi Witanto,3/5,2 tahun lalu di,"ga sesuai harga....dpt makan nasi kotak...ga ada susu, kopi, cereal, buah, salad....haduh..."
Tiyas grai,5/5,setahun lalu di,Dekat tugu jogja menginap bareng2 sama temen asyik gak jauh dari malioboro tinggal jalan
Sabrina Luthfa,5/5,4 tahun lalu di,menyenangkan bisa menginap saat acara di jogja ini bersama citradream. untuk resepsionis juga ramah. dapat kamar tidak ada keluhan. oke. mudah akses ke malioboronya. makasih ya
Tegar Mandiri,3/5,5 tahun lalu di,Tempatnya lumayan  (bersih dan nyaman )dengan harga budget stafnya ramah tapi agak kurang cakap waktu saya stay lokasi strategis dekat mana saja apalagi tugu Jogja dan sekitarnya
Dewi M,5/5,2 tahun lalu di,"Staff ramah, menu sarapan oke dgn hrga yg terjangkau. Hotel bersih. Recomend sekali 💯 …"
bob arun,4/5,5 bulan lalu di,Hotel bersih dan nyaman.
Harpin Lee,4/5,4 tahun lalu di,"Sudah pernah menginap di citradream Semarang, pas mau stay overnight dan menemukan di aplikasi booking langsung karena SDH tahu standarnya. Booking aplikasi LBH murah daripada Book ke hotel, bedanya lewat aplikasi TDK dpt breakfast aja."
Miftah Ibrahim_Med,4/5,3 tahun lalu di,"Hotelnya bagus nyaman, harga murah. Menyediakan paket sarapan. Parkir motor mobil ada, tidak ada kolam renang ya"
Aria Dharma,5/5,4 tahun lalu di,"Cukup nyaman dan pelayanan cukup baik. Kebetulan waktu itu dapat kamar dengan view yang cukup menarik, jadi tidak terlalu bosan di dalam kamar hotel."
Nona,5/5,7 bulan lalu di,"Hotel deket dengan Tugu Jogja, akses jalan sangat mudah"
Sri Rahayu F,4/5,5 tahun lalu di,"Lokasinya strategis dekat ke tugu dan stasiun. sekitar hotel banyak pilihan kuliner, enak nuat jalan-jalan malam. petugasnya juga ramah sekali.  securitynya sampe dibantu nyariin penyewaan sepeda motor"
Nisa,4/5,3 tahun lalu di,"Pelayanannya oke, kamar bersih, lengkap, breakfast standar. Semoga kedepan lebih baik lagi 👍🏻 …"
Resdianta Aditya,4/5,6 tahun lalu di,"Parkir mobil ada walaupun tidak luas, kamar dan toilet bersih. Cocok untuk traveler karena low budget & deket dengan tugu jogja sehingga gampang mencari makan."
Endah Purwa,5/5,4 tahun lalu di,"Mampir di hotel ini sebentar, di lobby saja karena mengantar teman yang menginap disini.
Interiornya bagus, nyaman dan keren. Dan bisa jadi spot foto. Lokasi dekat ke stasiun, Tugu putih dan ke Malioboro."
Zacky M,5/5,5 tahun lalu di,Hotel yang paling terbaik menurut saya karena pengalaman menginap hotel pertama kali di hotel se nyaman ini sangat membuat bahagia dan tidak ada rasa trauma mulai dari kamar mandi yang sempurna dengan desain nya dan setting air hangat dan dingin pokok nya sempurna lah hotel yang satu ini
Aryani Pujiandini,4/5,setahun lalu di,Hotel di tengah kota dekat dgn Tugu Jogja sbg ikon kota ....strategis klu cmn buat cari dinner dan breakfast di sekitar
BDL Tech,4/5,5 tahun lalu di,"Pelayanan cepat dan sangat baik
Check-in/out mudah
Ruangan kamar/ kamar mandi bersih …"
Kurnia Pram,3/5,2 tahun lalu di,Meski kamarnya gak terlalu lebar tapi menu sarapan lumayan enak ! Harga kamar kompetitif
Ika Maryana Retnosari,5/5,4 tahun lalu di,"Hotel nya bersih enak banget buat yg ber budget pas-pas an seperti saya,dapat air mineral 2 botol 600 cc, bisa di refill dg air dispenser,, view nya jugakk cantik. Next kalo ke jogja bisa dipastikan nginep disini lagi👍👍 …"
Idha Setyorini,5/5,3 tahun lalu di,Hotel dgn harga ringan di kantong yg luar biasa pelayanan dan fasilitasnya.  Receptionist and security sigap 24 jam. Terima kasih
Haryo Nugroho,5/5,4 tahun lalu di,"Keren, harga sesuai kualitasnya, tidak ada poin minus. Jika mampir ke Yogyakarta, akan saya sempatkan untuk menginap di sini lagi. Overall 9,7/10."
Stephani Pechler,4/5,5 tahun lalu di,"Resepsionisnya ramah, tempatnya bersih, cuma itinary kamar mandinya kurang lengkap. Cukup nyaman buat kamu yg cari budget hotel"
Nathalia P,3/5,4 tahun lalu di,"Hotel yg nyaman dengan harga terjangkau. Kamar luas, kasur nyaman dan bantal empuk. Lokasi strategis. Dekat pasar tradisional, gereja Katolik, Tugu Yogya dan stasiun Tugu."
April Putdiati,4/5,6 tahun lalu di,"Hotel bersih kamar luas,tempat tdr luas cuma kasurnya kurang enak , lokasi strategis , namun syg breakfastnya kurang enak nasi kuning dan bau,omlet di batasai perorang 1 ,"
ALDO A,5/5,4 tahun lalu di,"Lokasi Hotel Strategis, dekat dengan Jalan Malioboro dan Stasiun Tugu Yogyakarta. Kamar yang nyaman, ac dingin, fasilitas lengkap, staff hotel ramah dan membantu. Pengalaman yang menyenangkan bisa menginap di Hotel ini."
Yu Mon G,5/5,5 tahun lalu di,"Hotel enak, bersih, nyaman, dan aman .... dekat dengan tugu jogja ... ke malioboro masi bisa jalan kaki loh... rate bersahabat ... di depannya ada angkringan sampe tengah malam... dan enak jg... terjamin kalau nginap disini... oh ya ga usa …"
Pramudya Aditama Vidyabrata,3/5,6 tahun lalu di,"Kamar hotelnya cukup murah tetapi kondisi kasurnya sudah kurang layak buat menginap lama perlu adanya pembaharuan oleh manajemen, plusnya adalah dekat dengan beberapa kuliner ..."
yudi setiawan,3/5,6 tahun lalu di,hotel bernuansa modern dengan harga yg terjangkau dan lokasi amat sangat strategis di dekat tugu yogyakarta yg merupakan salah satu destinasi utama foto di kota yogyakarta.kekurangan hotel ini akses jalan di depannya sangat macet sekali …
Intan Devy,4/5,5 tahun lalu di,Bersih. Pelayanan front liner nya ramah. Namun untuk kerapian dan keindahan lorong kamar masih kurang. Lorong pada lantai 3 gelap. Ac pun dingin nya sangat lama dan tidak berasa dingin
Yuda Karingga,3/5,4 tahun lalu di,"Hotel bintang 2 dengan harga yg sangat terjangkau. Lokasi strategis dekat dengan Tugu Jogja. Kamar sangat bersih,layanan OK. Makanan lumayan lah u/ hotel bintang 2."
Nova Samosir,3/5,5 tahun lalu di,"Harganya lumayan, pelayanannya juga lumayan baik.. dekat dengan tugu jogjakarta.. suasananya juga nyaman.. tapi ya luas kamar standar lah.. dan fasilitas dalam satu kamar jg standar.. karna sudah pernah dapat hotel yang harganya hampir sama …"
Yoki Yoki (A-N-T),4/5,7 tahun lalu di,"Lumayan hotelnya hanya tempat tidur gak wangi beda ma disemarang, dekat tugu dan kalau ke malioboro cukup jauh apalagi keraton, kalau yang Semarang ada sabun dan tempatnya disini enggak ada bisa dilihat difotonya"
Rahmah M,5/5,setahun lalu di,"Hotel nyaman, fasilitas cukup baik, kamar bersih, cukup menyenangkan menginap disini"
Karina,1/5,2 tahun lalu di,"jam 22:50 tapi ributnya bukan main, dinding kamar sangat tipis sehingga mengganggu tamu kamar sebelahnya:’"
thia,5/5,2 tahun lalu di,"Hotelnya bagus, aku kesini waktu study tour seneng banget. Kamar mandinya bersih. Suasana hotel waktu pagi sejuk+makanan di hotelnya enak."
Agus Ganda Sari,5/5,2 tahun lalu di,Jika ke yogya ingin hotel yg murah tapi bukan murahan saya rekomendasikan temen2 hrs menginap dihotel ini.. selain lokasi strategid dipusat kota cuma 20 Meter diutara tugu yogga yg terkenal.. dan malam harinya bisa menikmati aneka kulineran Angkringan yogya..
Isti Na,3/5,4 tahun lalu di,"Untuk kamar nya lumayan, staf nya ramah dan sigap bgt. Bawain koper sampai ke kamar tanpa dimintain tlg. Tapi untuk bfast nya kurang bgt. Karna diantar ke kamar"
Fadlhy Fadillah Ghiffary,5/5,5 tahun lalu di,"Kamar hotelnya cukup nyaman untuk beristirahat,ac nya dingin saya kedinginan waktu bangun tempat,air nya bikin saya melepuh,tapi overall everything is good,i love citra dream...."
M.Lukman Saputra,5/5,2 tahun lalu di,"tempatnya bagus dan saya paling suka tepat tidurnya dan ruangannya,semoga saya ada kesempatan untuk menginap di hotel citra dream Yogyakarta ini"
ᴄʜᴀ,5/5,2 tahun lalu di,"fasilitas ok, pelayanan nya juga ramah, wilayahnya jugaa cukup strategis sama malioboro. KEREN 🙌🏻 …"
Jepriwansa Situmeang,4/5,5 tahun lalu di,"Hotep yang bagus dengsn simple dekorasi tapi mewah.
Bersih dan juga ramah.
Terletak di pusat kota hanya 5 menit dari landmark nya jogja yaitu tugu monumen. Dan 10 menit ke malioboro"
arinidwi safitri,5/5,2 tahun lalu di,"Selama ini nginep di Hotel Bintang 1,2,3,4 dan yang kemarin di Citra Dream woowww kasurnya Emmpukk bgt, sarapannya lumayan enak, ada menu Gudeg,"
Agus Suprayetno,5/5,setahun lalu di,"Hotel murah dan terjangkau,  bersih,  nyaman, pelayan ramah dan baik hati semuanya"
Firmansyah Raditya,3/5,4 tahun lalu di,"Letak strategis. Dekat tugu dan malioboro. Dekat dengan tempat makan khas mahasiswa (Burjo, angkringan). Harga per malam lumayan mahal untuk hotel budget."
Jecko Jack,3/5,4 tahun lalu di,"Tidak begitu beda jauh dengan hotel sebelah, pelayanan dan kebersihan masih bisa ditingkatkan untuk kenyamanan tamu, bu its so nice."
vannes cullen,5/5,2 tahun lalu di,"Hotel favorite.. Selain dekat akses makanan , harganya juga bersahabat... Lumayanbuat yg mau long vacation dengan budget terbatas"
Mekar Sari Dyah Ayu PW,5/5,3 tahun lalu di,"Pelayanan ramah, kamar bersih dan luas
Peralatan mandi selalu diganti setiap harinya
Akses dekat dengan pusat kota"
Romi Ramadhan,5/5,3 bulan lalu di,Ramah dan nyaman
Yunifa Rahmawaty,4/5,3 tahun lalu di,"Hotelnya nyaman dan bersih. Harga terjangkau.
Cocok untuk menginap bersama keluarga atau teman."
oktavia henkdrasih,4/5,5 tahun lalu di,"Ukuran kamar luas. Ga sumpek. Ga tersedia kopi, teh, dan gula. Air panas ada di dispenser area umum dekat kamar."
adiet wahyoe,4/5,7 tahun lalu di,"udah beberapa kali nginep disini,  selalu puas dan jadi pilihan utama kalo sedang ke jogja.  Akses mudah,  dekat dengan Tugu.  Tempatnya strategis buat keluar malam menikmati tugu,  dan angkringan disekitarnya."
Kirei nana,5/5,setahun lalu di,Setiap sudut hotelnya bersih dan rapih. Staff juga sangat ramah ramah.
Mochammad Irfan,4/5,setahun lalu di,"Lokasi lumayan dekat dengan Malioboro, suasana kamar dan ruang rapat asyik. Top pokoknya"
hendro wibowo,4/5,2 tahun lalu di,"Lokasi strategis, dekat area tugu yogyakarta. Sarapan enak. Bersih. Air hangat pas. Kamar tenang"
Cahaya Purnama,5/5,2 tahun lalu di,"Menyenangkan nginep d sini, AC nya dingin sekali, cuma kedengeran berisik dr kamar sebelah, sangat mengganggu sekali..."
Angga Aris Andika,4/5,8 tahun lalu di,Lokasinya strategis jalan 5 menit sampe tugu dan akses nya juga gk susah.. Ditambahin saja pelayanannya untuk kamar cukup bersih..
Iche lin xin,5/5,setahun lalu di,Kamar bersih.. Kami pesan 2 kamar... Dr klaten dan malaysia.
Guru Cupu,5/5,setahun lalu di,"Pengalaman pertama menginap di hotel, suka berlama lama di kamar mandi mandi air hangat hehehe...😁😁 …"
Arif Septianto,5/5,2 tahun lalu di,"Petugas baik dan ramah, kamar bagus, bersih dan wangi, AC dingin, kamar mandi bersih, air panasnya mantep, fasilitas oke."
Melania,5/5,4 tahun lalu di,"Kamar bagus, tapi kalo berisik di luar/dibawah masih kedengeran jadi nggak bisa tidur, sarapan lumayan, pegawai kurang senyum dengan pengunjung."
Ancha Hamzah,5/5,4 tahun lalu di,"Mantap.....dan puas. 6 hari nginap di hotel ini kami puas atas pelayanan yg ramah, makanan yg enak...pokoknya Citradream Hebat..citradream mantap. InsyaAllah klo ke jogja lagi bakal tetap nginap di citŕadream👍👍👍 …"
